session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
547,1206,310,2362,1035,848,848,37,23,23,582,1
548,1300,1976,4558,3527,4599,368,3835,3498,3494,3763,1
549,2785,4774,2691,368,1976,2122,4320,848,3646,3376,1
550,2844,4832,3810,368,1976,4691,2721,4747,3220,1206,1
551,3970,4566,912,2790,4462,4689,3625,3913,4269,4199,1
552,467,4016,2122,3477,2844,3580,4384,3329,2721,3220,1
553,368,80,3802,1976,2691,4009,2785,3715,112,720,1
554,80,52,2790,2122,4757,368,4427,3949,3976,2,1
555,368,4321,72,15,3787,4658,4113,15,15,15,1
556,15,4734,4596,2,3,30,33,10,6,9,1
557,9,37,23,23,23,23,23,9,2,2,1
558,3416,4179,1202,1694,375,1828,17,704,18,45,1
559,1694,1632,1202,1828,119,1632,1202,863,1202,209,1
560,1632,31,860,2576,1694,1828,1853,1202,209,1632,1
561,617,1853,860,839,244,209,766,298,80,209,1
562,594,2,594,1202,1828,2491,1752,649,524,342,1
563,1841,1853,594,839,1202,1694,1632,18,2576,17,1
564,209,1694,1202,1853,766,209,55,134,309,55,1
565,55,197,123,201,204,128,293,201,123,197,1
566,55,4136,4826,217,2326,259,217,211,2326,3,1
567,259,864,1076,259,2504,1076,720,88,9,483,1
568,2,55,55,55,106,197,123,201,239,172,1
569,55,4862,212,212,227,3908,606,873,873,55,1
570,55,197,123,201,55,55,55,55,201,123,1
571,197,466,87,4904,4424,1075,1445,1992,358,668,1
572,1009,1445,358,87,53,4,393,5,1469,43,1
573,173,2,6,3,238,6,2,3,238,88,1
574,13,38,3,6,238,13,88,38,2,2,1
575,88,2,88,88,2,88,2,2,2,40,1
576,40,40,2,2,88,78,545,6,545,6,1
577,6,78,75,75,238,75,75,2,238,13,1
578,3,88,238,238,3,10,21,27,3,6,1
579,9,2,27,10,21,38,13,78,9,2,1
580,6,9,77,13,38,78,19,6,19,38,1
581,24,1,10,7,9,6,24,13,7,7,1
582,38,15,78,15,19,24,13,3,19,1,1
583,15,19,13,238,19,77,38,19,3,10,1
584,238,9,9,9,238,13,6,3,88,9,1
585,69,69,160,69,39,80,67,85,52,2,1
586,15,72,15,15,15,2,30,10,33,2,1
587,3,13,238,88,38,420,901,22,6,420,1
588,5,13,715,211,798,420,1094,87,216,420,1
589,216,420,87,87,45,18,798,22,1094,3,1
590,17,1094,52,798,15,107,5,107,23,37,1
591,1688,5,23,420,4225,3205,3205,9,46,20,1
592,87,87,523,376,619,384,186,384,22,376,1
593,619,186,5,803,523,186,384,619,601,666,1
594,87,31,803,601,853,216,954,239,3581,557,1
595,557,873,873,1148,619,186,384,376,2565,5,1
596,211,186,601,80,523,666,172,18,17,15,1
597,172,523,666,853,5,172,22,376,186,954,1
598,3333,1992,803,20,46,87,186,184,150,184,1
599,186,184,38,19,13,3,2,1859,4883,18,1
600,17,2,3430,1859,1859,5,22,184,1859,20,1
601,184,186,184,184,186,184,9,2,184,186,1
602,6,10,184,376,384,186,376,184,186,184,1
603,238,184,186,184,2,328,940,4846,3177,3489,1
604,1033,1033,452,2667,416,328,375,940,244,860,1
605,85,73,87,760,216,580,31,3993,17,106,1
606,1033,73,18,2554,22,762,2553,839,2448,649,1
607,260,239,112,298,80,184,186,619,384,523,1
608,376,5,376,384,186,619,601,803,803,619,1
609,384,593,376,384,601,5,853,940,954,186,1
610,523,376,384,666,87,3341,954,259,259,4100,1
611,259,259,4354,1472,328,328,1148,328,87,184,1
612,20,186,593,184,186,426,365,2,74,365,1
613,426,365,426,715,1174,31,73,905,17,73,1
614,365,18,5,4245,3485,400,559,400,1252,1187,1
615,512,905,74,512,184,512,74,74,512,74,1
616,184,74,186,74,3,184,512,74,74,10,1
617,74,6,184,74,186,9,74,2,184,74,1
618,186,74,74,184,74,74,184,74,186,74,1
619,74,184,74,186,74,184,74,186,74,74,1
620,184,74,186,74,184,74,74,74,184,74,1
621,186,74,184,74,74,74,186,184,523,384,1
622,186,619,384,619,803,601,186,376,5,384,1
623,803,601,376,523,376,853,384,74,186,666,1
624,954,4775,1009,1472,217,1148,74,184,74,20,1
625,74,186,74,238,13,88,3,74,184,74,1
626,74,184,74,74,74,186,74,74,74,74,1
627,184,74,74,74,184,74,74,74,74,186,1
628,74,74,6,74,184,74,184,74,74,186,1
629,74,74,184,74,184,74,74,186,74,74,1
630,184,74,184,9,74,74,186,74,74,184,1
631,74,184,74,74,186,74,74,184,74,184,1
632,74,74,238,186,74,74,184,184,186,384,1
633,523,619,376,426,365,186,74,601,384,426,1
634,365,376,5,73,365,715,1174,384,1699,905,1
635,3466,512,384,376,803,171,930,619,80,905,1
636,73,376,803,74,384,45,384,5,601,18,1
637,17,171,186,853,171,384,376,523,4645,512,1
638,666,227,954,666,171,557,227,4209,668,1148,1
639,1472,1148,74,184,512,74,20,512,74,186,1
640,74,74,184,74,184,512,74,74,186,74,1
641,74,184,184,74,74,74,186,74,9,74,1
642,6,184,74,184,74,74,74,186,74,74,1
643,184,74,184,74,74,74,186,74,74,184,1
644,74,184,74,74,74,74,74,186,74,74,1
645,184,74,74,184,23,37,23,74,74,74,1
646,74,186,74,184,74,184,74,74,74,186,1
647,74,184,186,384,523,619,5,384,376,186,1
648,22,601,619,601,74,384,376,803,853,186,1
649,384,523,376,666,298,196,954,184,3932,358,1
650,259,1148,1472,1148,1472,74,74,20,74,186,1
651,74,74,184,184,74,74,13,88,9,238,1
652,3,74,186,74,74,184,184,74,74,74,1
653,186,74,6,74,184,184,74,74,74,186,1
654,74,74,184,184,74,74,74,74,186,74,1
655,184,184,74,74,74,74,186,74,184,184,1
656,74,74,238,74,74,186,426,365,365,715,1
657,426,1699,74,1174,73,512,73,905,365,17,1
658,45,18,5,3852,217,217,512,184,184,74,1
659,512,74,74,512,74,186,74,184,186,384,1
660,619,523,601,186,384,5,184,376,384,376,1
661,803,619,853,74,601,384,376,186,376,523,1
662,666,384,954,512,4517,1148,212,1472,1148,74,1
663,74,20,74,2,15,3169,500,2712,2,780,1
664,4272,2,186,74,2712,3169,500,780,2,687,1
665,184,74,184,74,2,31,3125,2653,3779,4749,1
666,1692,2653,4053,3125,112,74,3995,74,2,2551,1
667,2551,15,2551,15,4,9,6,2,184,10,1
668,500,207,39,60,60,69,160,69,60,60,1
669,39,67,80,15,72,141,112,15,37,23,1
670,586,134,3,608,31,197,3,134,123,201,1
671,608,134,134,52,3,5,209,85,3650,2068,1
672,212,259,212,393,309,3,55,55,55,3,1
673,55,67,55,55,201,123,197,4378,3533,602,1
674,2084,720,112,1810,1672,937,55,55,3,201,1
675,123,197,4504,4082,259,55,55,3,123,55,1
676,201,197,4220,4594,55,1469,52,55,3,55,1
677,123,197,201,5,4332,3492,212,212,824,557,1
678,400,559,801,824,1307,801,55,55,123,201,1
679,3,106,3595,197,172,298,837,1068,3649,1307,1
680,559,400,400,3392,668,559,400,217,812,15,1
681,15,15,15,15,2,3,30,10,33,6,1
682,9,51,24,55,55,3,123,197,201,55,1
683,106,106,4405,2738,358,217,358,2322,400,559,1
684,4142,875,400,9,51,472,2,24,2183,1784,1
685,1333,771,2247,73,73,760,73,580,2193,244,1
686,31,860,2065,760,580,73,106,771,3,172,1
687,15,452,260,112,1882,172,2507,1125,172,1125,1
688,2218,251,52,128,753,753,1541,753,1541,4651,1
689,18,1541,753,17,45,22,753,1541,753,416,1
690,594,771,218,1541,2732,547,417,715,753,22,1
691,5,67,107,594,753,17,2219,18,753,417,1
692,5,1094,4120,798,715,2034,798,2034,20,753,1
693,2,798,715,798,1563,9,88,13,3,38,1
694,238,753,23,37,23,10,6,753,1125,238,1
695,51,24,9,13,9,88,238,3,238,9,1
696,23,37,23,3,13,238,88,9,2,238,1
697,88,2,9,4,3,13,238,88,39,256,1
698,9,24,238,9,23,37,23,238,88,13,1
699,3,9,15,72,238,51,6,9,9,13,1
700,9,88,3,238,39,39,238,9,23,37,1
701,2,13,88,3,9,238,4,472,72,2,1
702,15,15,23,37,23,23,4064,4337,1058,1698,1
703,1999,2446,2130,1058,355,2130,45,17,18,355,1
704,1999,15,22,355,15,355,355,355,1058,355,1
705,355,355,355,355,355,4382,106,1999,2130,4802,1
706,355,106,349,5,67,623,22,5,2446,3128,1
707,67,342,204,52,3128,107,2446,1999,85,85,1
708,218,85,20,46,85,150,22,2,88,38,1
709,238,13,3,6,10,2059,365,426,365,426,1
710,74,1071,98,52,426,365,1699,1174,15,211,1
711,365,5,426,98,839,298,239,85,365,452,1
712,1699,73,905,1872,31,1571,1067,762,5,80,1
713,905,73,1067,365,17,5,18,4491,212,1178,1
714,1659,890,602,1252,512,512,365,365,365,365,1
715,512,74,512,593,74,512,88,13,238,3,1
716,1116,1505,1116,1505,2430,2740,1344,1505,15,328,1
717,1116,1505,87,17,18,73,130,87,22,53,1
718,73,251,342,5,260,328,859,15,251,245,1
719,328,128,342,3668,569,569,684,602,602,415,1
720,1116,1116,173,20,2,74,365,426,365,426,1
721,715,1174,1699,512,798,73,216,1563,73,1094,1
722,18,5,17,3532,358,512,22,358,1075,512,1
723,80,715,74,512,238,13,88,6,3,10,1
724,2,31,134,3,31,608,201,197,123,608,1
725,134,930,930,930,173,3,173,55,123,55,1
726,197,172,106,2255,172,106,4398,193,197,123,1
727,55,349,192,293,2330,55,4310,3983,602,873,1
728,873,212,875,1178,1659,55,425,4,10,21,1
729,4,27,4,4,27,10,21,30,10,9,1
730,6,4,9,3,4,33,6,43,55,123,1
731,197,55,342,204,3866,4,4,9,33,3,1
732,425,4,10,21,4,27,10,21,27,4,1
733,30,6,30,9,4,10,9,3,9,4,1
734,51,33,4,9,4,51,24,4,9,6,1
735,4,33,43,24,3,134,608,31,201,123,1
736,197,262,55,3,55,55,197,123,106,106,1
737,3695,172,1622,172,5,4507,3365,2495,559,400,1
738,1187,217,227,1235,548,1817,1909,4,10,4,1
739,30,6,9,3,10,4,33,4,30,3,1
740,6,9,33,4,9,30,3,33,4,4,1
741,33,9,4,6,3,30,3,608,134,123,1
742,3,31,201,197,262,608,134,1648,393,55,1
743,55,3,55,123,197,106,349,4103,128,2267,1
744,106,246,2255,172,172,239,3666,55,3,55,1
745,123,197,293,337,55,4129,612,415,3562,557,1
746,2928,557,2928,217,824,55,3,123,197,106,1
747,2196,172,3500,259,172,55,3,55,123,197,1
748,55,3,55,197,123,342,193,204,5,55,1
749,4025,3537,415,227,227,1320,607,873,1320,217,1
750,55,212,197,55,123,3,3599,415,374,999,1
751,999,55,55,55,4252,3,55,559,875,55,1
752,123,197,4110,55,3,55,123,197,4603,400,1
753,4564,559,374,612,557,684,43,3,55,123,1
754,197,55,3930,3758,55,3,55,123,197,3750,1
755,1488,922,999,55,3,123,55,197,55,3,1
756,55,123,197,55,3911,259,3706,55,259,123,1
757,3,55,197,3600,2068,2068,259,259,217,55,1
758,55,3663,55,3,123,197,2226,2197,2226,2197,1
759,55,3718,217,2226,2197,55,123,3,55,197,1
760,39,39,256,39,39,646,3,31,778,192,2
761,31,242,2,6,3,2,2,6,3,2,2
762,242,242,43,242,2,2,3437,2,2447,2447,2
763,242,2,2,2,62,54,86,143,54,62,2
764,2,54,143,54,62,242,2,2,2447,3,2
765,242,2,1589,2,1589,2,18,45,1589,6,2
766,4890,1589,6,17,5,6,17,10,1589,6,2
767,10,242,2,2,2,42,35,42,29,2,2
768,35,630,29,6,35,42,35,630,42,29,2
769,6,42,29,35,35,35,29,42,47,42,2
770,48,48,48,42,29,35,47,47,48,42,2
771,29,35,47,48,29,48,47,35,42,3,2
772,2,2,2,42,886,886,2612,242,3166,2612,2
773,3166,886,886,886,886,886,886,886,886,886,2
774,886,886,39,3,31,646,778,31,242,3,2
775,61,61,61,556,556,61,61,2,41,6,2
776,3,6,2,3,62,54,2,62,86,54,2
777,143,2,86,54,62,62,143,54,62,86,2
778,2,88,54,143,2,62,1649,2,1363,1649,2
779,2,1551,1363,617,81,43,5,2,1649,1363,2
780,1551,2,88,2,2,2,88,2,2,2,2
781,2,646,3,31,242,31,2506,41,41,82,2
782,82,39,41,41,891,165,891,82,2395,891,2
783,891,44,44,99,2395,44,156,71,891,156,2
784,44,97,187,44,781,39,891,3137,159,2395,2
785,891,43,3137,891,99,97,97,44,41,99,2
786,44,891,231,71,71,242,2,6,3,2,2
787,6,3,2,42,35,29,42,2,763,29,2
788,35,35,29,29,35,29,35,42,42,88,2
789,2,2,1363,1649,2,1551,617,466,2,1363,2
790,1649,466,5,1551,2,1363,1551,1363,2,2,2
791,88,58,136,31,3,58,136,2,2,846,2
792,846,846,846,2,242,2,2,2,2,242,2
793,3,242,2,2,2,118,90,108,31,2,2
794,392,90,1305,108,589,45,90,102,589,18,2
795,22,5,17,589,90,20,20,589,118,5,2
796,108,118,18,17,2,2,58,58,2,58,2
797,2,2,58,2,58,618,2,352,669,618,2
798,932,352,3,691,352,555,618,752,3,2,2
799,2,36,2,157,3,36,105,453,1209,105,2
800,2214,453,36,18,1209,17,2214,45,76,719,2
801,2399,76,1209,76,2399,521,36,485,719,826,2
802,485,1192,3,485,245,171,171,105,2907,2907,2
803,2,2,2968,2968,2,2,1449,1449,2,2,2
804,242,2,2,2,58,58,2,1106,1106,1106,2
805,2453,4819,960,1106,2291,2291,242,256,39,39,2
806,242,3,2506,41,41,82,82,41,82,44,2
807,165,891,44,891,97,891,71,44,99,97,2
808,159,41,781,231,44,891,39,769,646,3,2
809,778,31,192,31,31,242,2,3,6,3,2
810,3,6,2,1779,1231,2252,45,4368,2,1779,2
811,1231,22,2252,248,1779,17,3996,18,1231,5,2
812,1231,2252,1779,5,211,1908,3839,1231,211,5,2
813,1708,211,5,1231,22,5,1231,22,1708,1908,2
814,1908,5,2959,4884,1231,43,2,81,2,2,2
815,17,5,6,10,20,10,6,20,22,5,2
816,17,6,20,2,5,5,17,6,20,5,2
817,6,17,20,2,167,167,167,167,2,3,2
818,25,167,2,25,3,167,207,6,10,207,2
819,6,3,77,207,77,3,167,826,826,1299,2
820,1299,1299,826,485,485,1299,485,1299,1299,1299,2
821,485,2112,3,485,485,826,485,485,202,2112,2
822,485,2112,202,167,2957,2957,167,167,6,20,2
823,6,22,17,5,20,167,167,2,1416,54,2
824,143,143,1416,54,2,2,4,6,2,4,2
825,3,10,3,3,4,21,6,1489,27,27,2
826,1489,21,10,6,9,30,3,4,33,4,2
827,33,4,9,30,9,6,6,24,4,4,2
828,9,9,10,21,4,27,1489,4,9,4,2
829,27,1489,9,10,21,4,21,10,3,24,2
830,6,9,895,1520,895,895,895,895,39,2,2
831,2,646,3,778,31,2,6,3,3,6,2
832,242,31,2,3,2,2,132,61,311,61,2
833,93,147,247,493,282,247,493,255,435,22,2
834,493,435,45,132,22,5,22,41,17,424,2
835,255,572,534,132,282,303,71,164,242,22,2
836,182,164,312,168,161,150,41,20,182,161,2
837,71,22,20,41,18,5,641,41,132,41,2
838,147,93,311,534,22,282,424,1025,282,303,2
839,22,5,17,132,665,5,71,41,5,22,2
840,20,163,165,71,665,163,99,511,82,41,2
841,165,82,44,163,665,71,99,163,82,41,2
842,165,163,44,163,163,82,97,187,41,97,2
843,159,665,71,41,46,165,95,249,163,163,2
844,41,163,82,44,215,95,97,249,159,46,2
845,5,18,210,147,163,156,511,156,147,71,2
846,41,71,44,163,163,231,5,95,464,43,2
847,81,646,3,778,31,242,31,3,1930,167,2
848,167,6,3,43,2,81,2,6,167,2,2
849,2,3,2,167,2,2,2,2,256,2,2
850,2,2,826,485,485,2,485,1192,202,485,2
851,485,2,2,58,31,3,58,136,58,2,2
852,2,2,2,2,718,718,653,31,1509,1522,2
853,718,1509,2334,1509,718,1509,653,718,1522,1522,2
854,2,1454,2,1454,3,1454,1454,1454,2,1454,2
855,2,2223,2,2223,2223,2,103,1931,1931,103,2
856,3,5,1931,1931,58,3,3,58,3,58,2
857,3,58,167,167,167,311,61,93,132,311,2
858,147,61,147,247,61,898,435,255,424,45,2
859,435,424,132,255,18,17,22,5,572,61,2
860,132,22,303,5,22,397,303,5,397,397,2
861,397,20,22,150,20,71,665,41,41,82,2
862,82,41,46,41,163,165,511,44,163,82,2
863,99,163,44,44,97,187,41,97,95,215,2
864,95,397,46,58,3,58,58,58,58,58,2
865,58,58,159,163,163,58,3,249,97,147,2
866,58,3,71,71,3,58,58,44,163,3,2
867,58,58,147,58,3,58,3,58,58,3,2
868,231,163,58,3,99,58,3,58,58,44,2
869,163,206,44,3,58,3,58,58,3,58,2
870,58,58,3,58,3,58,206,58,58,3,2
871,58,3,2,44,163,206,163,2,58,3,2
872,58,3,58,58,4822,44,206,163,58,3,2
873,58,58,3,58,3,58,3,58,2,71,2
874,71,44,163,163,2,2,2007,31,45,265,2
875,2007,18,5,17,31,58,3,3,58,136,2
876,58,2007,17,5,18,44,163,206,2007,17,2
877,5,18,3,58,31,136,58,136,58,58,2
878,58,58,58,58,58,58,31,3,136,58,2
879,58,163,206,44,3,31,58,136,3,58,2
880,58,58,3,31,58,136,58,163,44,44,2
881,163,58,58,3,31,136,58,206,44,163,2
882,3,31,58,136,58,58,44,163,206,3,2
883,58,31,136,58,58,3,31,58,136,58,2
884,58,3,136,31,58,206,44,163,163,206,2
885,44,206,163,44,206,136,3,31,58,136,2
886,58,58,44,163,206,31,3,58,58,3,2
887,136,58,147,71,44,95,163,511,44,511,2
888,163,646,3,778,31,31,242,2,2,3,2
889,6,3,6,2,2,1044,31,1044,1327,2,2
890,3,2,1790,524,87,535,549,549,3097,2831,2
891,5,2788,2784,4909,1042,31,3197,549,3170,2693,2
892,2784,2831,4409,5,3170,2788,3097,2693,3197,3,2
893,651,22,1042,2,549,20,5,733,549,39,2
894,549,3,20,651,549,5,2,549,5,3,2
895,2,733,87,549,549,2,3,2,651,5,2
896,549,5,20,2,61,132,3,61,311,93,2
897,282,435,132,255,147,61,247,311,733,424,2
898,132,22,493,303,435,45,255,5,18,303,2
899,572,45,17,493,41,493,22,5,132,5,2
900,282,549,549,43,549,651,5,3,2,549,2
901,5,549,549,20,651,3,2,5,549,5,2
902,549,549,651,5,3,2,549,535,20,549,2
903,535,549,549,534,3,5,651,5,549,2,2
904,71,20,665,41,41,82,282,82,41,41,2
905,165,511,163,44,163,82,99,44,2,97,2
906,187,163,41,97,215,95,95,159,163,2,2
907,97,163,2,3840,163,2,2,3742,2,249,2
908,2,2,147,71,71,44,163,147,39,206,2
909,163,163,44,44,163,206,163,3,2,554,2
910,2,554,2,2152,31,554,2191,2191,17,347,2
911,3270,45,554,18,2188,2877,192,2836,206,44,2
912,163,2,2,206,71,71,147,44,163,44,2
913,206,2742,646,3,778,31,31,242,3,2,2
914,3,6,2,2,3,6,43,81,39,2,2
915,2,42,42,2,35,29,35,29,29,29,2
916,35,42,29,29,35,42,47,48,29,29,2
917,48,47,48,35,42,47,48,29,29,35,2
918,47,48,47,42,29,35,48,48,29,35,2
919,47,29,47,42,48,29,35,47,48,47,2
920,35,42,48,29,29,48,29,35,47,35,2
921,29,48,47,47,47,42,48,35,29,47,2
922,35,29,48,47,42,35,35,48,47,35,2
923,47,35,29,48,47,42,35,29,29,48,2
924,47,35,47,42,29,35,48,47,47,29,2
925,35,47,48,29,35,47,48,42,29,35,2
926,47,48,48,35,29,42,47,48,48,47,2
927,35,29,42,29,48,47,29,48,35,42,2
928,47,29,35,47,48,48,29,42,47,35,2
929,48,47,47,47,42,35,48,29,48,47,2
930,47,48,29,48,29,35,29,42,47,48,2
931,35,47,29,47,47,48,42,29,35,35,2
932,29,47,48,47,35,42,47,29,47,29,2
933,35,48,29,48,42,47,35,35,47,29,2
934,35,47,42,48,29,35,29,47,35,48,2
935,35,48,29,29,47,42,29,35,48,47,2
936,48,35,29,35,42,47,29,35,47,29,2
937,48,42,42,48,29,47,35,48,29,47,2
938,48,29,47,42,35,48,42,29,35,47,2
939,48,47,42,29,48,35,48,47,35,29,2
940,35,47,48,29,29,47,48,42,35,47,2
941,47,42,48,35,29,48,47,29,35,35,2
942,48,47,42,29,48,47,29,35,42,42,2
943,29,48,35,47,29,47,48,35,48,29,2
944,35,47,48,47,48,42,35,29,29,35,2
945,47,29,48,42,35,3,2,2,2,2,2
946,2,706,3888,4406,3502,39,646,3,31,778,2
947,31,242,3,2,3,6,2,6,3,2,2
948,132,2,61,61,147,311,93,247,898,435,2
949,61,45,22,18,255,247,17,132,22,303,2
950,132,5,424,572,534,41,150,22,303,5,2
951,71,132,665,242,41,20,397,41,82,150,2
952,397,397,82,41,41,397,165,511,163,44,2
953,20,22,163,82,46,99,44,97,397,187,2
954,44,41,95,159,97,249,215,97,163,242,2
955,163,2,2,46,39,163,163,44,2,81,2
956,43,46,242,44,163,397,163,44,206,242,2
957,957,2134,957,231,206,44,163,957,206,206,2
958,206,206,206,206,242,231,206,511,44,957,2
959,206,206,39,44,206,163,206,646,31,3,2
960,242,31,39,39,43,256,646,3,31,192,2
961,778,31,242,3,2,3,6,6,3,2,2
962,242,769,81,43,39,242,2,3,3,2,2
963,2,2131,2,2131,1081,1081,2131,1157,1081,1157,2
964,1081,1157,1157,1081,1081,1157,1157,1081,1157,1081,2
965,1157,1081,2,149,2,149,76,149,1605,76,2
966,521,521,76,76,76,149,149,76,149,210,2
967,149,149,76,149,149,149,149,76,76,521,2
968,2,76,2,61,311,132,435,93,61,311,2
969,147,247,255,898,424,132,17,5,424,45,2
970,22,255,18,132,572,41,534,5,132,303,2
971,5,303,22,20,71,665,150,242,41,41,2
972,397,82,82,20,41,41,165,163,44,163,2
973,82,511,99,44,44,97,187,163,41,97,2
974,95,159,95,215,249,97,163,22,957,2134,2
975,242,957,957,231,44,163,957,44,163,163,2
976,99,646,3,31,242,31,2,2,6,3,2
977,2,6,3,2,2,1535,1535,907,907,242,2
978,907,907,907,907,907,2444,1630,1903,117,117,2
979,117,907,117,117,117,117,117,117,117,117,2
980,117,117,117,117,117,907,907,117,43,117,2
981,117,117,117,117,117,117,117,117,117,117,2
982,117,117,117,117,117,117,117,117,117,39,2
983,117,117,117,117,117,117,117,117,117,117,2
984,117,117,117,117,117,117,117,117,117,117,2
985,117,117,117,117,117,117,117,117,117,117,2
986,117,117,117,117,117,117,117,117,117,117,2
987,117,117,117,117,117,117,117,117,117,907,2
988,117,117,117,117,117,117,117,117,117,117,2
989,117,117,117,117,117,117,117,117,117,117,2
990,117,117,117,117,117,117,117,117,117,117,2
991,117,117,117,117,117,117,117,117,117,117,2
992,117,117,117,117,1903,117,117,117,117,117,2
993,1630,117,2444,1630,117,117,117,907,167,1930,2
994,167,167,167,2396,2396,2396,167,1524,1524,1524,2
995,1524,167,1524,1524,1566,434,1566,167,31,31,2
996,434,1566,434,1985,31,2189,2189,2189,434,434,2
997,434,1985,1566,434,1985,434,434,434,434,434,2
998,434,434,434,434,434,434,434,434,434,434,2
999,434,434,434,434,434,434,434,434,434,434,2
1000,434,434,434,434,167,167,167,39,351,351,2
1001,505,242,167,42,167,35,42,35,29,35,2
1002,77,35,42,77,29,35,29,35,35,29,2
1003,29,77,35,29,42,35,29,29,35,42,2
1004,121,29,126,42,35,121,126,29,35,121,2
1005,126,126,126,121,77,42,29,35,126,121,2
1006,121,35,126,121,42,35,29,126,77,29,2
1007,35,29,42,77,29,35,35,42,77,29,2
1008,29,77,35,42,29,35,35,77,29,42,2
1009,47,48,47,48,47,48,48,47,42,77,2
1010,35,29,48,47,29,35,77,47,48,42,2
1011,48,47,42,77,29,35,47,29,47,48,2
1012,35,29,42,77,35,47,29,48,29,47,2
1013,48,47,35,42,77,29,47,35,48,29,2
1014,29,77,35,48,47,47,42,29,29,48,2
1015,35,47,42,77,29,48,42,77,47,48,2
1016,35,42,121,126,35,29,314,48,121,29,2
1017,48,121,35,47,126,314,42,77,35,77,2
1018,314,29,47,42,121,35,126,48,35,121,2
1019,47,48,42,77,42,47,29,126,48,121,2
1020,35,29,126,47,48,77,126,42,29,35,2
1021,47,48,77,42,121,126,121,29,77,121,2
1022,42,126,35,48,29,35,42,77,121,35,2
1023,35,47,121,48,29,126,47,35,121,35,2
1024,47,314,48,35,121,126,42,77,48,47,2
1025,121,48,126,48,47,35,29,77,121,42,2
1026,48,47,29,126,35,121,126,29,42,126,2
1027,35,48,47,77,121,29,48,35,47,77,2
1028,29,29,35,42,48,47,48,47,29,35,2
1029,48,48,77,47,29,77,42,48,29,35,2
1030,47,35,48,42,47,77,29,47,77,48,2
1031,35,42,29,29,48,47,35,77,47,48,2
1032,35,29,48,47,48,47,77,29,35,29,2
1033,48,47,42,29,48,35,47,35,35,77,2
1034,29,47,48,35,29,48,47,42,48,35,2
1035,47,29,47,47,29,47,47,48,77,29,2
1036,42,35,47,48,35,47,29,48,35,47,2
1037,48,35,121,29,121,35,35,121,35,29,2
1038,77,314,42,126,121,35,77,42,47,29,2
1039,121,126,35,48,47,29,126,121,35,42,2
1040,48,126,29,121,121,126,48,47,29,126,2
1041,77,121,35,121,35,48,47,29,126,126,2
1042,29,35,126,29,47,48,47,126,121,314,2
1043,47,121,35,77,29,42,48,47,121,126,2
1044,29,35,77,314,42,47,126,121,121,126,2
1045,35,29,314,121,47,35,29,126,47,77,2
1046,48,42,29,48,47,35,121,126,35,77,2
1047,126,121,29,48,35,29,48,47,42,35,2
1048,126,48,47,29,121,29,48,126,47,35,2
1049,35,121,29,126,77,47,48,29,35,35,2
1050,48,29,47,42,121,121,126,47,29,35,2
1051,48,35,121,77,126,29,47,121,35,29,2
1052,47,48,42,126,35,29,121,126,48,47,2
1053,121,77,48,29,35,126,47,47,48,48,2
1054,48,47,47,121,35,121,126,48,77,42,2
1055,77,47,48,47,29,48,126,121,42,77,2
1056,35,48,29,47,35,47,48,29,35,29,2
1057,35,42,121,126,35,29,77,126,121,126,2
1058,48,121,47,29,29,77,121,126,47,48,2
1059,35,35,29,48,47,42,47,126,48,35,2
1060,29,121,29,47,48,126,29,121,48,35,2
1061,126,29,48,77,126,121,47,35,126,35,2
1062,47,29,121,48,35,47,29,42,121,126,2
1063,48,48,35,77,47,42,126,121,29,35,2
1064,126,48,29,47,121,47,48,121,126,35,2
1065,29,29,48,47,126,47,48,35,29,77,2
1066,121,48,126,48,29,35,42,126,121,47,2
1067,77,47,126,48,121,35,29,42,126,77,2
1068,47,47,48,126,48,47,126,29,121,42,2
1069,35,77,47,29,48,121,29,126,121,42,2
1070,48,47,126,121,47,29,35,48,121,47,2
1071,48,29,35,126,77,35,29,121,48,126,2
1072,48,121,47,126,29,42,35,35,121,47,2
1073,48,29,126,121,35,29,42,126,29,35,2
1074,29,121,126,48,35,42,47,47,48,29,2
1075,35,126,121,77,121,35,47,126,48,29,2
1076,42,47,29,121,35,126,48,48,29,121,2
1077,35,47,77,42,35,42,77,48,47,126,2
1078,29,121,35,47,29,48,126,29,35,48,2
1079,47,121,35,77,29,47,126,48,121,29,2
1080,126,35,77,48,47,35,29,47,29,48,2
1081,42,48,29,35,121,126,47,126,29,121,2
1082,48,47,77,77,47,121,126,314,48,47,2
1083,29,35,42,77,47,48,126,29,121,35,2
1084,35,126,121,35,47,48,29,77,42,126,2
1085,646,3,778,31,31,242,3,1930,167,6,2
1086,3,167,167,6,167,3,39,242,167,167,2
1087,61,167,132,147,311,61,45,147,93,898,2
1088,247,61,435,397,255,132,424,397,17,5,2
1089,255,572,303,18,22,132,5,303,22,41,2
1090,132,5,71,665,242,41,150,20,41,82,2
1091,81,43,41,82,41,534,150,397,165,511,2
1092,44,44,44,99,163,163,44,82,242,2134,2
1093,150,20,22,957,44,97,163,44,957,231,2
1094,187,41,95,215,215,95,159,95,163,957,2
1095,163,44,97,249,242,167,167,242,167,167,2
1096,2,2,167,554,2,2195,45,31,167,2,2
1097,2152,554,3270,2191,347,2188,2877,18,17,2836,2
1098,2195,460,2195,3085,3085,4425,915,3,2,460,2
1099,2,3,31,58,2,136,3,58,58,3,2
